product_name,target_cc,concentration,20220519,20220520,pval.reporter,pval.image,FDR.reporter,FDR.image,zscore.reporter,zscore.image
(-)-Epigallocatechin Gallate,ABCB1;APP;BACE1,high,0.40240208943057576,1.6333610873814342,0.08321566978966606,0.546569868821972,0.8242691763524223,0.33463611681568134,1.0178815884060048,-0.36404629407664074
(-)-Epigallocatechin Gallate,ABCB1;APP;BACE1,low,0.1715838362318361,0.2425461688102969,0.08950650599610312,0.4867721295128665,0.7908534374024967,0.34450814692919585,0.2070650025210665,0.41482413584706235
1-Azakenpaullone,GSK3B;ABL1;CDK2,high,11.063177451372633,5.15374678729644,0.02452322392575674,0.00721660157552713,0.09375373709841713,0.21127700612959652,8.108462119334536,2.255754203190459
1-Azakenpaullone,GSK3B;ABL1;CDK2,low,1.3163265812121245,1.3315880516143244,7.350437698829042e-4,0.2922413896899914,0.6562332684243068,0.13762789607555578,1.3239573164132246,1.0233668835118443
10058-F4,ARSA;CBX1;RAB9A,high,0.25234558217677766,0.2576664998192756,0.05219568590522322,0.7893629307466665,0.9554270190075218,0.27064429728634265,0.2550060409980266,-0.1891543272865869
10058-F4,ARSA;CBX1;RAB9A,low,0.12876662317949616,-0.030259431229305325,0.6290490663125483,0.9537150457464344,0.9851983926672102,0.8116762145968365,0.04925359597509542,0.03269976809968231
3-Methyladenine,PIK3C3;PIK3CG,high,0.2111628591957239,-0.12828255634405258,0.770066054759546,0.571960625492902,0.8325312837860047,0.8965426001358541,0.04144015142583565,0.3225150656192837
3-Methyladenine,PIK3C3;PIK3CG,low,0.10958698158904026,-0.047131589336068744,0.755028404189829,0.8029178847365728,0.9558372209344072,0.8873366345148043,0.03122769612648576,-0.14302594132685037
"7,8-Dihydroxyflavone",LCK;ALDH1A1;ALOX15,high,-0.11440364845532637,0.23127531088488035,0.6862103057555378,0.02151301046968632,0.1694104705934418,0.8464268088614563,0.05843583121477699,-1.9565131290290425
"7,8-Dihydroxyflavone",LCK;ALDH1A1;ALOX15,low,0.0689359701973507,0.15516926220367203,0.2708154070061482,0.11907857057895992,0.4360588010988356,0.5114894702308364,0.11205261620051137,-1.0841920814311177
A-769662,PRKAA1,high,0.14634925985360342,0.056747873349867126,0.3102674716526036,0.07517887267160894,0.3509420050014338,0.5475888561672663,0.10154856660173528,-1.3400570783789287
A-769662,PRKAA1,low,0.10280056831099517,0.221736679929343,0.16167250522306476,0.8797983197855956,0.9611544181175864,0.4189732302945872,0.1622686241201691,0.10916865875439068
A66,PIK3C2B;PIK3CA;PIK3CB,high,0.2544336592444778,3.125343345195253e-4,0.33407161758881954,0.34724655465816734,0.7142738774952103,0.5667507481399272,0.12737309678949865,-0.5719639582178514
A66,PIK3C2B;PIK3CA;PIK3CB,low,-0.06733164783644555,0.10478440879307115,0.8545850152073523,0.8596120678464282,0.961050188703558,0.9420622214884199,0.0187263804783128,-0.12533781163697685
AC480 (BMS-599626),EGFR;ERBB2;ERBB4,high,0.10367839626172382,-0.06461369767488077,0.8474153801620898,0.3447822203857881,0.7142738774952103,0.9397081443381591,0.01953234929342152,0.7281883066988155
